AlertID,CardHolderId,CardNumber,ExpirationDate,TransactionID,TransactionChannel,AmountUSD,MerchantName,EmailID,Location,IP,FraudAlertReason,RiskScore,Status
AL2415,EF666,xxxx-xxxx-xxxx-6666,05/2031,GUG689,Subscription,1.23,Jaguar Land Rover,bcdefghijk@test.org,"Milan, Italy",185.220.100.240,Foreign IP,11,Fraud Detected
AL2416,GH888,xxxx-xxxx-xxxx-8888,12/2023,ASI824,Telephone,0,Next Plc,lmnopqrstu@mail.net,"Sheffield, UK",185.220.101.7,Suspicious zero amount attempt,98,Escalated
AL2417,IJ000,xxxx-xxxx-xxxx-0000,07/2029,ZDT457,In store,567.89,Marks & Spencer,vwxyzabcdef@web.info,"Birmingham, UK",192.42.116.198,No shopping history,42,Closed
AL2418,KL111,xxxx-xxxx-xxxx-1111,01/2033,ULX477,POS,16000,JD Sports,ghijklmnopqrst@domain.co.uk,"Nottingham, UK",72.217.36.105,High amount,81,Investigating
AL2419,MN222,xxxx-xxxx-xxxx-2222,08/2027,RRC482,ATM,9.87,Greggs,uvwxyzabcdefg@example.com,"Rome, Italy",107.189.8.56,Low value foreign,19,Fraud Detected
AL2420,OP333,xxxx-xxxx-xxxx-3333,03/2030,QON565,Wallet,0,Whitbread,hijklmnopqrs@test.org,"Newcastle, UK",104.135.196.55,Suspicious zero amount attempt,90,Escalated
AL2421,QR444,xxxx-xxxx-xxxx-4444,10/2029,EYY451,Online,234.56,WPP,tuvwxyza@mail.net,"Coventry, UK",104.248.169.251,Abnormal spending pattern,63,Under Review
AL2422,ST555,xxxx-xxxx-xxxx-5555,05/2031,ZJO590,Subscription,18000,Sage Group,bcdefghijk@web.info,"Liverpool, UK",134.238.184.178,High amount,88,Resolved
AL2423,UV666,xxxx-xxxx-xxxx-6666,12/2023,HTH934,Telephone,1.23,Experian,lmnopqrstu@domain.co.uk,"Sydney, Australia",136.226.102.90,Foreign location,10,Fraud Detected
AL2424,WX777,xxxx-xxxx-xxxx-7777,07/2029,WKZ580,In store,0,Persimmon,vwxyzabcdef@example.com,"London, UK",185.220.100.240,Suspicious zero amount attempt,97,Escalated
AL2425,YZ888,xxxx-xxxx-xxxx-8888,01/2033,RJT138,POS,567.89,Taylor Wimpey,ghijklmnopqrst@test.org,"Edinburgh, UK",185.220.101.7,No shopping history,41,Closed
AL2426,AB999,xxxx-xxxx-xxxx-9999,08/2027,JAM153,ATM,19000,Barratt Developments,uvwxyzabcdefg@mail.net,"Bristol, UK",192.42.116.198,High amount,84,Action Required
AL2427,CH678,xxxx-xxxx-xxxx-1950,01/2030,DOM111,In store,750.32,Barclays,qovpfrfczc@example.com,"Manchester, UK",144.170.198.243,Abnormal spending pattern,65,Investigating
AL2428,AG234,xxxx-xxxx-xxxx-3837,03/2023,ALF588,Online,350.59,Tesco,huvvbydkku@web.info,"London, UK",198.204.148.140,Incorrect expiration dates,21,Dismissed
AL2429,AB620,xxxx-xxxx-xxxx-5882,10/2031,FZL793,POS,12345.67,Sainsbury's,lqswogdczj@test.org,"Birmingham, UK",155.105.107.126,High amount,88,Under Review
AL2430,MN910,xxxx-xxxx-xxxx-4091,02/2032,PQP502,ATM,5.67,Diageo,aoxncljswz@domain.co.uk,"Johannesburg, South Africa",23.238.169.177,Low value foreign,15,Action Required
AL2431,DS123,xxxx-xxxx-xxxx-7890,09/2028,FJT292,Wallet,0,HSBC,fzyqbltgmk@example.com,"Leeds, UK",107.189.8.56,Suspicious zero amount attempt,92,Escalated
AL2432,PO012,xxxx-xxxx-xxxx-1234,05/2033,UXY520,Online,450.12,BT Group,xytzuvpqrs@mail.net,"Helsinki, Finland",185.220.100.240,Foreign IP,70,Pending Action
AL2433,AS987,xxxx-xxxx-xxxx-6543,07/2026,IJL224,Subscription,89.5,Vodafone,bdefghijk@test.org,"Cardiff, UK",112.215.118.231,No shopping history,34,Closed
AL2434,GH567,xxxx-xxxx-xxxx-2345,11/2027,UFX096,Telephone,23.75,BP,cmnopqrs@web.info,"Bristol, UK",88.10.150.111,Compromised card,55,Investigating
AL2435,JK321,xxxx-xxxx-xxxx-8765,04/2029,CAE802,In store,987.65,Shell,tuvwxyza@domain.co.uk,"Glasgow, UK",75.120.200.50,Mismatched billing address,42,Cleared
AL2436,LM456,xxxx-xxxx-xxxx-0987,08/2030,WZF984,POS,15000,Unilever,bcdefghijk@example.com,"Edinburgh, UK",200.1.2.3,High amount,77,Resolved
AL2437,QR789,xxxx-xxxx-xxxx-3456,01/2024,MWQ015,ATM,12.99,GlaxoSmithKline,defghijkl@test.org,"London, UK",10.15.20.25,Incorrect expiration dates,10,Dismissed
AL2438,ST001,xxxx-xxxx-xxxx-9876,06/2031,DMM687,Wallet,5.12,AstraZeneca,ghijkmnop@mail.net,"Lagos, Nigeria",104.248.169.251,Foreign location,85,Action Required
AL2440,WX567,xxxx-xxxx-xxxx-1098,12/2025,PNJ694,Subscription,0,BHP Group,lmnoqrs@domain.co.uk,"Leeds, UK",210.10.20.30,Suspicious zero amount attempt,95,Escalated
AL2441,YZ890,xxxx-xxxx-xxxx-7654,07/2035,HIO951,Telephone,78.9,Reckitt Benckiser,opqrs@example.com,"New York, USA",136.226.102.90,Foreign IP,50,Pending Action
AL2442,AB111,xxxx-xxxx-xxxx-2233,09/2030,KQV645,In store,100,London Stock Exchange,stuvwx@test.org,"Liverpool, UK",172.16.0.1,Abnormal spending pattern,30,Closed
AL2443,CD222,xxxx-xxxx-xxxx-4455,02/2025,YZT509,POS,4.5,National Grid,yzabcde@mail.net,"Turin, Italy",192.0.2.1,Low value foreign,25,Fraud Detected
AL2444,EF333,xxxx-xxxx-xxxx-6677,10/2032,YIG729,ATM,18000,Severn Trent,fghijkl@web.info,"Brighton, UK",1.2.3.4,High amount,75,Investigating
AL2445,GH444,xxxx-xxxx-xxxx-8899,04/2022,MMT515,Wallet,56.78,United Utilities,mnopqrs@domain.co.uk,"London, UK",104.135.196.55,Incorrect expiration dates,20,Dismissed
AL2446,IJ555,xxxx-xxxx-xxxx-0011,11/2028,RGZ249,Online,333.44,Rolls-Royce,tuvwxyza@example.com,"Nottingham, UK",134.238.184.178,Suspicious IP address,68,Resolved
AL2447,KL666,xxxx-xxxx-xxxx-1122,05/2033,EMW265,Subscription,0,BAE Systems,bcdefgh@test.org,"Sydney, Australia",107.189.8.238,Suspicious zero amount attempt,90,Escalated
AL2448,MN777,xxxx-xxxx-xxxx-3344,08/2026,QBT887,Telephone,67.89,ITV,ijklmnop@mail.net,"Coventry, UK",99.88.77.66,No shopping history,40,Cleared
AL2449,OP888,xxxx-xxxx-xxxx-5566,01/2031,KKN626,In store,123.45,BBC Studios,qrstuvwxy@web.info,"Newcastle, UK",55.44.33.22,Mismatched billing address,58,Under Review
AL2450,QR999,xxxx-xxxx-xxxx-7788,03/2029,QZO302,POS,16000,Royal Mail,zabcdefg@domain.co.uk,"Liverpool, UK",192.168.1.1,High amount,80,Action Required
AL2451,ST000,xxxx-xxxx-xxxx-9900,07/2023,EVM694,ATM,7,EasyJet,hijklmnopq@example.com,"Rome, Italy",10.0.0.1,Low value foreign,18,Fraud Detected
AL2452,UV121,xxxx-xxxx-xxxx-2121,06/2034,FTO958,Wallet,0,Ryanair,rstuvwxyza@test.org,"Manchester, UK",185.220.101.7,Suspicious zero amount attempt,98,Escalated
AL2453,WX343,xxxx-xxxx-xxxx-4343,09/2027,YOK955,Online,543.21,British Airways,bcdefghijkl@mail.net,"Leicester, UK",203.0.113.0,Compromised card,62,Investigating
AL2454,YZ565,xxxx-xxxx-xxxx-6565,02/2030,NWD108,Subscription,12.34,Jaguar Land Rover,mnopqrstuvw@web.info,"Birmingham, UK",72.217.36.105,Suspicious IP address,73,Resolved
AL2455,AB787,xxxx-xxxx-xxxx-8787,10/2031,OSJ562,Telephone,98.76,Next Plc,xyzabcdefgh@domain.co.uk,"Perth, Australia",20.30.40.50,Foreign location,45,Pending Action
AL2456,CD909,xxxx-xxxx-xxxx-0909,04/2024,OIX211,In store,20000,Marks & Spencer,ijklmnopqr@example.com,"London, UK",1.1.1.1,High amount,89,Under Review
AL2457,EF131,xxxx-xxxx-xxxx-1313,11/2029,IMD606,POS,8.5,JD Sports,stuvwxy@test.org,"Dubai, UAE",8.8.8.8,Low value foreign,16,Action Required
AL2458,GH353,xxxx-xxxx-xxxx-3535,05/2032,GLS494,ATM,0,Greggs,zabcdefghi@mail.net,"Glasgow, UK",192.168.0.1,Suspicious zero amount attempt,91,Escalated
AL2459,IJ575,xxxx-xxxx-xxxx-5757,08/2025,HFF107,Wallet,321.65,Whitbread,jklmnopqrstu@web.info,"Edinburgh, UK",4.4.4.4,Abnormal spending pattern,60,Investigating
AL2460,KL797,xxxx-xxxx-xxxx-7979,01/2023,RTS404,Online,78.9,WPP,vwxyzabcde@domain.co.uk,"Liverpool, UK",100.101.102.103,Incorrect expiration dates,22,Dismissed
AL2461,MN919,xxxx-xxxx-xxxx-9191,06/2030,YCB680,Subscription,45.67,Sage Group,fghijklmnopqrst@example.com,"Bristol, UK",192.0.2.1,Suspicious IP address,70,Resolved
AL2462,OP101,xxxx-xxxx-xxxx-1010,03/2033,FDU142,Telephone,11000,Experian,uvwxyzabcdefg@test.org,"Birmingham, UK",150.150.150.150,High amount,82,Under Review
AL2463,QR323,xxxx-xxxx-xxxx-3232,12/2026,DJF759,In store,9.99,Persimmon,hijklmnopqrs@mail.net,"Accra, Ghana",10.11.12.13,Low value foreign,14,Action Required
AL2464,ST545,xxxx-xxxx-xxxx-5454,07/2028,ZOT053,POS,0,Taylor Wimpey,tuvwxyza@web.info,"Sheffield, UK",107.189.8.56,Suspicious zero amount attempt,94,Escalated
AL2465,UV767,xxxx-xxxx-xxxx-7676,02/2031,RZH915,ATM,67.89,Barratt Developments,bcdefghijk@domain.co.uk,"Norwich, UK",255.255.255.0,No shopping history,38,Cleared
AL2466,WX989,xxxx-xxxx-xxxx-9898,09/2029,QIL957,Wallet,210,Kingfisher Plc,lmnopqrstu@example.com,"Cardiff, UK",172.16.255.255,Compromised card,52,Investigating
AL2467,YZ000,xxxx-xxxx-xxxx-0000,04/2027,WHT665,Online,17000,Standard Chartered,vwxyzabcd@test.org,"London, UK",104.135.196.55,High amount,87,Resolved
AL2468,AB222,xxxx-xxxx-xxxx-2222,11/2024,CIT921,Subscription,3.45,NatWest Group,efghijklmn@mail.net,"Adelaide, Australia",134.238.184.178,Low value foreign,17,Fraud Detected
AL2469,CD444,xxxx-xxxx-xxxx-4444,05/2034,MTF795,Telephone,0,Legal & General,opqrstuvwx@web.info,"Manchester, UK",107.189.8.238,Suspicious zero amount attempt,96,Escalated
AL2470,EF666,xxxx-xxxx-xxxx-6666,08/2027,JDA542,In store,789.01,Prudential Plc,yzabcdefgh@domain.co.uk,"Glasgow, UK",1.2.3.4,Abnormal spending pattern,63,Under Review
AL2471,GH888,xxxx-xxxx-xxxx-8888,01/2023,RFQ718,POS,123.45,Aviva,ijklmnopqr@example.com,"London, UK",192.42.116.198,Incorrect expiration dates,28,Dismissed
AL2472,IJ000,xxxx-xxxx-xxxx-0000,06/2030,JDZ882,ATM,19000,RSA Insurance Group,stuvwxyza@test.org,"Edinburgh, UK",200.200.200.200,High amount,83,Action Required
AL2473,KL111,xxxx-xxxx-xxxx-1111,03/2035,JJJ410,Wallet,6.78,Centrica,bcdefghijklm@mail.net,"Venice, Italy",72.217.36.105,Low value foreign,19,Fraud Detected
AL2474,MN222,xxxx-xxxx-xxxx-2222,10/2028,DDB347,Online,0,SSE,nopqrstuvwx@web.info,"Bristol, UK",185.220.100.240,Suspicious zero amount attempt,97,Escalated
AL2475,OP333,xxxx-xxxx-xxxx-3333,04/2031,LSL470,Subscription,456.78,National Express,yzabcdefgh@domain.co.uk,"Sheffield, UK",10.20.30.40,No shopping history,35,Closed
AL2476,QR444,xxxx-xxxx-xxxx-4444,11/2026,TTB635,Telephone,90.12,Go-Ahead Group,ijklmnopqrstu@example.com,"Birmingham, UK",50.60.70.80,Compromised card,57,Investigating
AL2477,ST555,xxxx-xxxx-xxxx-5555,05/2033,GVZ864,In store,13000,Stagecoach Group,vwxyzabcde@test.org,"Nottingham, UK",100.0.0.1,High amount,86,Under Review
AL2478,UV666,xxxx-xxxx-xxxx-6666,08/2029,KRB608,POS,0,FirstGroup,fghijklmnopqrst@mail.net,"New York, USA",136.226.102.90,Foreign IP,93,Escalated
AL2479,WX777,xxxx-xxxx-xxxx-7777,02/2032,CNU994,ATM,234.56,SSP Group,uvwxyzabcdefg@web.info,"Newcastle, UK",192.168.10.1,Abnormal spending pattern,67,Resolved
AL2480,YZ888,xxxx-xxxx-xxxx-8888,09/2025,NUD515,Wallet,5.89,Mitchells & Butlers,hijklmnopqrs@domain.co.uk,"Rome, Italy",192.0.2.1,Low value foreign,13,Fraud Detected
AL2481,AB999,xxxx-xxxx-xxxx-9999,07/2030,PZG688,Online,0,Domino's Pizza Group,tuvwxyza@example.com,"Cardiff, UK",107.189.8.56,Suspicious zero amount attempt,99,Escalated
AL2482,CD000,xxxx-xxxx-xxxx-0000,01/2024,XNK916,Subscription,67.89,Just Eat Takeaway,bcdefghijk@test.org,"Leeds, UK",172.16.0.0,Incorrect expiration dates,29,Dismissed
AL2483,EF111,xxxx-xxxx-xxxx-1111,06/2034,YHQ584,Telephone,15000,Deliveroo,lmnopqrstu@mail.net,"London, UK",104.248.169.251,High amount,84,Action Required
AL2484,GH222,xxxx-xxxx-xxxx-2222,03/2027,OBW029,In store,12.34,Ocado Group,vwxyzabcdef@web.info,"Johannesburg, South Africa",134.238.184.178,Foreign location,59,Under Review
AL2485,IJ333,xxxx-xxxx-xxxx-3333,10/2031,KMH640,POS,0,ASOS,ghijklmnopqrst@domain.co.uk,"Manchester, UK",185.220.101.7,Suspicious zero amount attempt,90,Escalated
AL2486,KL444,xxxx-xxxx-xxxx-4444,04/2032,PXA908,ATM,345.67,Boohoo Group,uvwxyzabcdefg@example.com,"Birmingham, UK",72.217.36.105,Suspicious IP address,78,Resolved
AL2487,MN555,xxxx-xxxx-xxxx-5555,11/2028,BUW413,Wallet,7.89,Hargreaves Lansdown,hijklmnopqrs@test.org,"Rome, Italy",192.42.116.198,Low value foreign,11,Fraud Detected
AL2488,OP666,xxxx-xxxx-xxxx-6666,05/2030,TEM261,Online,14000,Abrdn,tuvwxyza@mail.net,"Glasgow, UK",210.210.210.210,High amount,81,Investigating
AL2489,QR777,xxxx-xxxx-xxxx-7777,08/2026,BYL109,Subscription,876.54,M&G Plc,bcdefghijk@web.info,"Edinburgh, UK",22.33.44.55,Abnormal spending pattern,66,Cleared
AL2490,ST888,xxxx-xxxx-xxxx-8888,02/2025,LYM849,Telephone,1.23,Phoenix Group Holdings,lmnopqrstu@domain.co.uk,"London, UK",10.0.0.0,Incorrect expiration dates,24,Dismissed
AL2491,UV999,xxxx-xxxx-xxxx-9999,09/2033,ZZK670,In store,0,Intermediate Capital Group,vwxyzabcdef@example.com,"Sydney, Australia",107.189.8.56,Suspicious zero amount attempt,95,Escalated
AL2492,WX000,xxxx-xxxx-xxxx-0000,07/2027,XNU780,POS,567.89,Schroders,ghijklmnopqrst@test.org,"Liverpool, UK",192.168.1.2,No shopping history,39,Closed
AL2493,YZ111,xxxx-xxxx-xxxx-1111,01/2031,SOK321,ATM,123.45,F&C Investment Trust,uvwxyzabcdefg@mail.net,"Bristol, UK",104.135.196.55,Compromised card,51,Investigating
AL2494,AB234,xxxx-xxxx-xxxx-2345,06/2032,COL449,Wallet,17500,Scottish Mortgage Investment Trust,hijklmnopqrs@web.info,"Sheffield, UK",134.238.184.178,High amount,85,Action Required
AL2495,CD567,xxxx-xxxx-xxxx-5678,03/2024,FYG026,Online,4.99,Alliance Trust,tuvwxyza@domain.co.uk,"Abu Dhabi, UAE",192.0.2.1,Low value foreign,12,Fraud Detected
AL2496,EF890,xxxx-xxxx-xxxx-8901,10/2030,HMM051,Subscription,0,Tesco,bcdefghijk@example.com,"Norwich, UK",107.189.8.238,Suspicious zero amount attempt,94,Escalated
AL2497,GH123,xxxx-xxxx-xxxx-1234,04/2035,SRB972,Telephone,89.01,Sainsbury's,lmnopqrstu@test.org,"Cardiff, UK",255.255.255.0,Abnormal spending pattern,64,Under Review
AL2498,IJ456,xxxx-xxxx-xxxx-4567,11/2029,AAY817,In store,12345,Barclays,vwxyzabcdef@mail.net,"London, UK",192.42.116.198,High amount,79,Resolved
AL2499,KL789,xxxx-xxxx-xxxx-7890,05/2026,GKH527,POS,2.5,Lloyds Bank,ghijklmnopqrst@web.info,"Nairobi, Kenya",72.217.36.105,Low value foreign,10,Fraud Detected
AL2500,MN012,xxxx-xxxx-xxxx-0123,08/2028,NWP347,ATM,0,HSBC,uvwxyzabcdefg@domain.co.uk,"Manchester, UK",107.189.8.56,Suspicious zero amount attempt,98,Escalated
AL2501,OP345,xxxx-xxxx-xxxx-3456,01/2032,TUR630,Wallet,32.1,BT Group,hijklmnopqrs@example.com,"Birmingham, UK",104.248.169.251,Foreign IP,71,Pending Action
AL2502,QR678,xxxx-xxxx-xxxx-6789,06/2025,WWJ787,Online,45.67,Vodafone,tuvwxyza@test.org,"Glasgow, UK",134.238.184.178,No shopping history,36,Cleared
AL2503,ST901,xxxx-xxxx-xxxx-9012,03/2030,TUK918,Subscription,16000,BP,bcdefghijk@mail.net,"Edinburgh, UK",136.226.102.90,High amount,88,Under Review
AL2504,UV234,xxxx-xxxx-xxxx-2345,10/2033,DRP893,Telephone,56.78,Shell,lmnopqrstu@web.info,"Liverpool, UK",185.220.100.240,Suspicious IP address,69,Resolved
AL2505,WX567,xxxx-xxxx-xxxx-5678,04/2024,GTD904,In store,0,Unilever,vwxyzabcdef@domain.co.uk,"London, UK",185.220.101.7,Suspicious zero amount attempt,92,Escalated
AL2506,YZ890,xxxx-xxxx-xxxx-8901,11/2027,IHN100,POS,9.01,GlaxoSmithKline,ghijklmnopqrst@example.com,"Milan, Italy",192.42.116.198,Low value foreign,15,Fraud Detected
AL2507,AB111,xxxx-xxxx-xxxx-1111,05/2031,IXZ462,ATM,11000,AstraZeneca,uvwxyzabcdefg@test.org,"Sheffield, UK",72.217.36.105,High amount,76,Action Required
AL2508,CD222,xxxx-xxxx-xxxx-2222,12/2022,PZD083,Wallet,23.45,Rio Tinto,hijklmnopqrs@mail.net,"London, UK",107.189.8.56,Incorrect expiration dates,27,Dismissed
AL2509,EF333,xxxx-xxxx-xxxx-3333,07/2029,IBC545,Online,5.67,BHP Group,tuvwxyza@web.info,"Sydney, Australia",104.135.196.55,Foreign location,18,Fraud Detected
AL2510,GH444,xxxx-xxxx-xxxx-4444,01/2034,ITO890,Subscription,0,Diageo,bcdefghijk@domain.co.uk,"Nottingham, UK",104.248.169.251,Suspicious zero amount attempt,91,Escalated
AL2511,IJ555,xxxx-xxxx-xxxx-5555,06/2027,DVM192,Telephone,78.9,Reckitt Benckiser,lmnopqrstu@example.com,"Newcastle, UK",134.238.184.178,Abnormal spending pattern,61,Investigating
AL2512,KL666,xxxx-xxxx-xxxx-6666,03/2032,IEZ852,In store,12345.67,London Stock Exchange,vwxyzabcdef@test.org,"Coventry, UK",136.226.102.90,High amount,80,Resolved
AL2513,MN777,xxxx-xxxx-xxxx-7777,10/2026,KIA431,POS,9.87,National Grid,ghijklmnopqrst@mail.net,"Milan, Italy",185.220.100.240,Low value foreign,14,Fraud Detected
AL2514,OP888,xxxx-xxxx-xxxx-8888,04/2035,OMT468,ATM,0,Severn Trent,uvwxyzabcdefg@web.info,"Liverpool, UK",185.220.101.7,Suspicious zero amount attempt,93,Escalated
AL2515,QR999,xxxx-xxxx-xxxx-9999,11/2028,YQB372,Wallet,34.56,United Utilities,hijklmnopqrs@domain.co.uk,"London, UK",192.42.116.198,No shopping history,41,Cleared
AL2516,ST000,xxxx-xxxx-xxxx-0000,05/2031,EMV168,Online,17000,Rolls-Royce,tuvwxyza@example.com,"Edinburgh, UK",72.217.36.105,High amount,85,Action Required
AL2517,UV121,xxxx-xxxx-xxxx-1212,12/2023,TGQ124,Subscription,56.78,BAE Systems,bcdefghijk@test.org,"London, UK",107.189.8.56,Incorrect expiration dates,26,Dismissed
AL2518,WX343,xxxx-xxxx-xxxx-3434,07/2029,UQO652,Telephone,1.23,ITV,lmnopqrstu@mail.net,"Casablanca, Morocco",104.135.196.55,Foreign location,17,Fraud Detected
AL2519,YZ565,xxxx-xxxx-xxxx-5656,01/2033,JPI565,In store,0,BBC Studios,vwxyzabcdef@web.info,"Birmingham, UK",104.248.169.251,Suspicious zero amount attempt,97,Escalated
AL2520,AB787,xxxx-xxxx-xxxx-7878,08/2027,NSA619,POS,876.54,Royal Mail,ghijklmnopqrst@domain.co.uk,"Manchester, UK",134.238.184.178,Abnormal spending pattern,69,Under Review
AL2521,CD909,xxxx-xxxx-xxxx-9090,02/2030,UQF611,ATM,15000,EasyJet,uvwxyzabcdefg@example.com,"Glasgow, UK",136.226.102.90,High amount,89,Action Required
AL2522,EF131,xxxx-xxxx-xxxx-1313,09/2025,IMM742,Wallet,3.45,Ryanair,hijklmnopqrs@test.org,"Rome, Italy",185.220.100.240,Low value foreign,16,Fraud Detected
AL2523,GH353,xxxx-xxxx-xxxx-3535,04/2034,URG541,Online,0,British Airways,tuvwxyza@mail.net,"Edinburgh, UK",185.220.101.7,Suspicious zero amount attempt,96,Escalated
AL2524,IJ575,xxxx-xxxx-xxxx-5757,11/2028,VVS759,Subscription,234.56,Jaguar Land Rover,bcdefghijk@web.info,"Bristol, UK",192.42.116.198,No shopping history,43,Cleared
AL2525,KL797,xxxx-xxxx-xxxx-7979,05/2031,QTS840,Telephone,16500,Next Plc,lmnopqrstu@domain.co.uk,"Sheffield, UK",72.217.36.105,High amount,77,Investigating
AL2526,MN919,xxxx-xxxx-xxxx-9191,12/2023,PXF760,In store,7.89,Marks & Spencer,vwxyzabcdef@example.com,"Dubai, UAE",107.189.8.56,Low value foreign,13,Fraud Detected
AL2527,OP101,xxxx-xxxx-xxxx-1010,07/2029,MZR003,POS,0,JD Sports,ghijklmnopqrst@test.org,"Nottingham, UK",104.135.196.55,Suspicious zero amount attempt,90,Escalated
AL2528,QR323,xxxx-xxxx-xxxx-3232,01/2033,SRG277,ATM,567.89,Greggs,uvwxyzabcdefg@mail.net,"Newcastle, UK",104.248.169.251,Compromised card,53,Under Review
AL2529,ST545,xxxx-xxxx-xxxx-5454,08/2027,XOQ919,Wallet,18000,Whitbread,hijklmnopqrs@web.info,"Coventry, UK",134.238.184.178,High amount,81,Action Required
AL2530,UV767,xxxx-xxxx-xxxx-7676,02/2025,ZDA827,Online,12.34,WPP,tuvwxyza@domain.co.uk,"London, UK",136.226.102.90,Incorrect expiration dates,25,Dismissed
AL2531,WX989,xxxx-xxxx-xxxx-9898,09/2034,WBG638,Subscription,4.56,Sage Group,bcdefghijk@example.com,"Sydney, Australia",185.220.100.240,Low value foreign,10,Fraud Detected
AL2532,YZ000,xxxx-xxxx-xxxx-0000,04/2031,ODU175,Telephone,0,Experian,lmnopqrstu@test.org,"Cardiff, UK",185.220.101.7,Suspicious zero amount attempt,98,Escalated
AL2533,AB222,xxxx-xxxx-xxxx-2222,11/2029,ZEB944,In store,890.12,Persimmon,vwxyzabcdef@mail.net,"Leeds, UK",192.42.116.198,Abnormal spending pattern,65,Investigating
AL2534,CD444,xxxx-xxxx-xxxx-4444,05/2032,AIT314,POS,19000,Taylor Wimpey,ghijklmnopqrst@web.info,"Manchester, UK",72.217.36.105,High amount,88,Under Review
AL2535,EF666,xxxx-xxxx-xxxx-6666,12/2026,DNZ455,ATM,6.78,Barratt Developments,uvwxyzabcdefg@domain.co.uk,"Rome, Italy",107.189.8.56,Low value foreign,19,Fraud Detected
AL2536,GH888,xxxx-xxxx-xxxx-8888,07/2028,YZD349,Wallet,0,Kingfisher Plc,hijklmnopqrs@example.com,"Birmingham, UK",104.135.196.55,Suspicious zero amount attempt,92,Escalated
AL2537,IJ000,xxxx-xxxx-xxxx-0000,01/2035,NAQ613,Online,345.67,Standard Chartered,tuvwxyza@test.org,"Glasgow, UK",104.248.169.251,No shopping history,37,Cleared
AL2538,KL111,xxxx-xxxx-xxxx-1111,08/2027,TIS764,Subscription,123.45,NatWest Group,bcdefghijk@mail.net,"Edinburgh, UK",134.238.184.178,Compromised card,56,Investigating
AL2539,MN222,xxxx-xxxx-xxxx-2222,02/2031,VTW735,Telephone,16000,Legal & General,lmnopqrstu@web.info,"Liverpool, UK",136.226.102.90,High amount,83,Action Required
AL2540,OP333,xxxx-xxxx-xxxx-3333,09/2025,AIY597,In store,0,Prudential Plc,vwxyzabcdef@domain.co.uk,"London, UK",185.220.100.240,Suspicious zero amount attempt,94,Escalated
AL2541,QR444,xxxx-xxxx-xxxx-4444,04/2033,GYX102,POS,9.01,Aviva,ghijklmnopqrst@example.com,"Rome, Italy",185.220.101.7,Low value foreign,11,Fraud Detected
AL2542,ST555,xxxx-xxxx-xxxx-5555,11/2029,CWY234,ATM,0,RSA Insurance Group,uvwxyzabcdefg@test.org,"Bristol, UK",192.42.116.198,Suspicious zero amount attempt,99,Escalated
AL2543,UV666,xxxx-xxxx-xxxx-6666,05/2032,DOM779,Wallet,78.9,Centrica,hijklmnopqrs@mail.net,"Sheffield, UK",72.217.36.105,Abnormal spending pattern,68,Under Review
AL2544,WX777,xxxx-xxxx-xxxx-7777,12/2024,JFG612,Online,1.23,SSE,tuvwxyza@web.info,"London, UK",107.189.8.56,Incorrect expiration dates,20,Dismissed
AL2545,YZ888,xxxx-xxxx-xxxx-8888,07/2030,XES533,Subscription,14000,National Express,bcdefghijk@domain.co.uk,"Nottingham, UK",104.135.196.55,High amount,84,Action Required
AL2546,AB999,xxxx-xxxx-xxxx-9999,01/2034,RXF994,Telephone,56.78,Go-Ahead Group,lmnopqrstu@example.com,"Newcastle, UK",104.248.169.251,No shopping history,40,Closed
AL2547,CD000,xxxx-xxxx-xxxx-0000,08/2028,YPW898,In store,0,Stagecoach Group,vwxyzabcdef@test.org,"Coventry, UK",134.238.184.178,Suspicious zero amount attempt,91,Escalated
AL2548,EF111,xxxx-xxxx-xxxx-1111,02/2031,BQX183,POS,9.87,FirstGroup,ghijklmnopqrst@mail.net,"Milan, Italy",136.226.102.90,Low value foreign,12,Fraud Detected
AL2549,GH222,xxxx-xxxx-xxxx-2222,09/2025,OXY589,ATM,12000,SSP Group,uvwxyzabcdefg@web.info,"Liverpool, UK",185.220.100.240,High amount,86,Investigating
AL2550,IJ333,xxxx-xxxx-xxxx-3333,04/2033,NPV728,Wallet,23.45,Mitchells & Butlers,hijklmnopqrs@domain.co.uk,"Bristol, UK",185.220.101.7,Compromised card,54,Under Review
AL2551,KL444,xxxx-xxxx-xxxx-4444,11/2027,NBQ964,Online,0,Domino's Pizza Group,tuvwxyza@example.com,"Sheffield, UK",192.42.116.198,Suspicious zero amount attempt,93,Escalated
AL2552,MN555,xxxx-xxxx-xxxx-5555,05/2030,ADB172,Subscription,789.01,Just Eat Takeaway,bcdefghijk@test.org,"Birmingham, UK",72.217.36.105,Abnormal spending pattern,66,Cleared
AL2553,OP666,xxxx-xxxx-xxxx-6666,12/2022,SQR902,Telephone,15000,Deliveroo,lmnopqrstu@mail.net,"London, UK",107.189.8.56,Incorrect expiration dates,23,Dismissed
AL2554,QR777,xxxx-xxxx-xxxx-7777,07/2035,FQI806,In store,3.45,Ocado Group,vwxyzabcdef@web.info,"Sydney, Australia",104.135.196.55,Low value foreign,10,Fraud Detected
